Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit
US-2024-000392,2022-06-09,2022-06-12,Same Day,CG-33448,Consumer,West,Utah,Furniture,Tables,1,404.46,0.15,343.79,47.01
US-2024-000393,2024-04-30,2024-05-01,Second Class,CG-54238,Home Office,Central,Wisconsin,Office Supplies,Paper,1,23.13,0.0,23.13,3.46
US-2024-000394,2022-11-20,2022-11-27,First Class,CG-83812,Corporate,Central,Minnesota,Office Supplies,Paper,3,20.66,0.15,52.69,6.17
US-2024-000395,2023-03-15,2023-03-21,Second Class,CG-12136,Home Office,Central,Michigan,Office Supplies,Storage,1,90.57,0.0,90.57,15.37
US-2024-000396,2024-11-26,2024-11-28,Same Day,CG-46170,Corporate,West,Oregon,Furniture,Chairs,4,187.75,0.15,638.34,45.8
US-2024-000397,2024-11-13,2024-11-15,Standard Class,CG-62402,Corporate,Central,Illinois,Furniture,Furnishings,1,27.27,0.3,19.09,-0.87
US-2024-000398,2023-03-22,2023-03-23,Second Class,CG-20286,Corporate,East,Florida,Technology,Accessories,2,84.49,0.0,168.97,32.46
US-2024-000399,2022-04-25,2022-04-30,Standard Class,CG-51853,Corporate,South,Georgia,Furniture,Bookcases,3,145.92,0.15,372.11,51.15
US-2024-000400,2022-11-03,2022-11-08,Standard Class,CG-66614,Consumer,East,New York,Technology,Phones,6,256.6,0.2,1724.35,311.51
US-2024-000401,2023-08-17,2023-08-23,Standard Class,CG-27088,Corporate,West,Nevada,Technology,Accessories,2,55.05,0.0,110.11,17.3
US-2024-000402,2022-10-04,2022-10-11,Standard Class,CG-41760,Corporate,South,Kentucky,Technology,Copiers,2,958.89,0.8,383.56,-155.28
US-2024-000403,2022-05-27,2022-05-31,Second Class,CG-13172,Corporate,West,California,Technology,Phones,1,146.14,0.1,131.53,29.12
US-2024-000404,2023-09-17,2023-09-19,Same Day,CG-21247,Home Office,South,Louisiana,Furniture,Tables,1,562.82,0.0,562.82,59.48
US-2024-000405,2022-08-19,2022-08-19,Standard Class,CG-37395,Home Office,East,Massachusetts,Furniture,Furnishings,2,41.64,0.0,83.28,4.76
US-2024-000406,2023-03-10,2023-03-13,Standard Class,CG-43483,Corporate,South,Louisiana,Technology,Copiers,2,674.35,0.4,809.23,-19.15
US-2024-000407,2022-12-15,2022-12-15,Standard Class,CG-57214,Home Office,Central,Texas,Office Supplies,Appliances,1,50.1,0.15,42.59,4.79
US-2024-000408,2022-08-09,2022-08-09,Standard Class,CG-34434,Home Office,South,North Carolina,Office Supplies,Supplies,1,6.13,0.0,11720.92,1172.09
US-2024-000409,2023-02-12,2023-02-19,Standard Class,CG-56125,Home Office,West,California,Furniture,Furnishings,1,81.81,0.0,81.81,8.63
US-2024-000410,2023-12-29,2024-01-02,Standard Class,CG-13862,Home Office,Central,Minnesota,Furniture,Furnishings,5,60.4,0.4,181.19,-1.68
US-2024-000411,2023-07-28,2023-07-31,Standard Class,CG-64700,Corporate,East,New York,Technology,Phones,5,85.66,0.15,364.04,69.25
US-2024-000412,2023-05-08,2023-05-10,Standard Class,CG-50501,Corporate,Central,Ohio,Technology,Copiers,2,836.65,0.3,1171.3,-8.05
US-2024-000413,2024-12-08,2024-12-10,Standard Class,CG-13864,Consumer,East,Massachusetts,Furniture,Bookcases,1,292.09,0.3,204.47,-8.74
US-2024-000414,2023-10-15,2023-10-21,Same Day,CG-90213,Corporate,South,Kentucky,Technology,Machines,1,1249.13,0.0,1249.13,282.72
US-2024-000415,2023-07-01,2023-07-04,Standard Class,CG-34114,Consumer,West,Oregon,Furniture,Tables,2,504.54,0.15,857.71,130.54
US-2024-000416,2024-03-04,2024-03-11,Standard Class,CG-97993,Consumer,East,Pennsylvania,Furniture,Tables,1,351.9,0.0,351.9,25.1
US-2024-000417,2023-02-20,2023-02-23,Standard Class,CG-59856,Corporate,South,Kentucky,Office Supplies,Storage,4,114.11,0.15,387.96,52.65
US-2024-000418,2023-10-03,2023-10-09,Second Class,CG-80499,Home Office,West,Arizona,Furniture,Tables,5,112.93,0.0,564.66,60.66
US-2024-000419,2024-03-21,2024-03-21,Standard Class,CG-65372,Home Office,West,Washington,Office Supplies,Storage,4,69.5,0.1,250.2,48.91
US-2024-000420,2023-08-26,2023-08-26,Second Class,CG-27734,Consumer,South,Kentucky,Office Supplies,Art,4,14.33,0.5,28.66,-12.59
US-2024-000421,2024-03-16,2024-03-22,Standard Class,CG-31495,Consumer,East,Florida,Technology,Copiers,5,679.28,0.0,3396.39,569.05
US-2024-000422,2022-09-11,2022-09-12,Standard Class,CG-30958,Corporate,Central,Texas,Technology,Phones,3,336.31,0.7,302.68,-127.86
US-2024-000423,2024-02-15,2024-02-21,Standard Class,CG-50378,Consumer,Central,Indiana,Technology,Copiers,4,873.29,0.0,3493.16,781.75
US-2024-000424,2023-09-26,2023-10-03,Standard Class,CG-10753,Consumer,West,Washington,Furniture,Bookcases,2,206.12,0.3,288.57,-6.59
US-2024-000425,2024-10-07,2024-10-10,Standard Class,CG-91233,Home Office,South,Alabama,Office Supplies,Storage,1,74.04,0.15,62.94,10.83
US-2024-000426,2023-03-02,2023-03-02,Standard Class,CG-21495,Consumer,Central,Texas,Furniture,Bookcases,3,350.67,0.3,736.41,-25.83
US-2024-000427,2022-04-11,2022-04-12,Standard Class,CG-49229,Consumer,East,New Jersey,Office Supplies,Supplies,2,29.85,0.5,29.85,-9.51
US-2024-000428,2023-10-24,2023-10-29,First Class,CG-64232,Consumer,South,Louisiana,Furniture,Furnishings,2,64.79,0.0,129.59,14.04
US-2024-000429,2024-12-10,2024-12-13,Second Class,CG-47642,Home Office,West,California,Technology,Accessories,2,42.73,0.15,101.71,33.96
US-2024-000430,2024-05-24,2024-05-29,Standard Class,CG-89876,Home Office,Central,Illinois,Technology,Phones,2,113.63,0.15,193.18,32.56
US-2024-000431,2023-04-22,2023-04-26,Same Day,CG-15962,Consumer,West,California,Office Supplies,Art,3,15.24,0.0,45.71,6.0
US-2024-000432,2023-11-15,2023-11-20,Standard Class,CG-82088,Home Office,East,New York,Technology,Copiers,3,628.53,0.0,2639.81,629.52
US-2024-000433,2023-10-26,2023-10-26,Standard Class,CG-72797,Corporate,Central,Ohio,Technology,Accessories,4,68.73,0.0,274.94,70.61
US-2024-000434,2024-08-29,2024-08-29,Second Class,CG-17342,Corporate,East,New Jersey,Office Supplies,Supplies,5,5.46,0.1,24.57,5.28
US-2024-000435,2024-12-03,2024-12-07,Standard Class,CG-56346,Home Office,Central,Indiana,Technology,Accessories,1,7.28,0.15,8.67,2.02
US-2024-000436,2022-05-16,2022-05-18,Standard Class,CG-50407,Consumer,Central,Ohio,Technology,Copiers,2,301.98,0.0,603.96,70.89
US-2024-000437,2023-10-07,2023-10-07,Standard Class,CG-59049,Consumer,South,North Carolina,Office Supplies,Storage,4,56.22,0.0,224.88,31.34
US-2024-000438,2022-03-18,2022-03-21,First Class,CG-50679,Corporate,West,Colorado,Office Supplies,Supplies,1,24.03,0.0,24.03,1.65
US-2024-000439,2023-11-02,2023-11-04,Second Class,CG-15771,Consumer,East,Pennsylvania,Technology,Accessories,2,65.27,0.2,146.22,28.59
US-2024-000440,2022-06-28,2022-07-03,Standard Class,CG-36287,Consumer,West,Arizona,Technology,Machines,1,1094.92,0.2,875.94,155.86
US-2024-000441,2023-01-30,2023-02-03,Standard Class,CG-77378,Corporate,South,Kentucky,Furniture,Furnishings,1,34.49,0.0,34.49,5.16
US-2024-000442,2022-07-29,2022-08-01,Standard Class,CG-80854,Home Office,Central,Michigan,Furniture,Furnishings,2,47.67,0.0,95.35,3.84
US-2024-000443,2024-06-27,2024-06-27,Standard Class,CG-92505,Corporate,West,California,Office Supplies,Appliances,1,217.79,0.0,217.79,30.58
US-2024-000444,2024-07-02,2024-07-07,Standard Class,CG-22748,Consumer,West,Colorado,Office Supplies,Binders,1,2.0,0.3,1.4,-0.02
US-2024-000445,2024-07-22,2024-07-26,Second Class,CG-34032,Home Office,South,Alabama,Furniture,Chairs,1,259.0,0.0,259.0,42.34
US-2024-000446,2023-11-08,2023-11-13,Standard Class,CG-85324,Consumer,West,Nevada,Furniture,Furnishings,1,6.68,0.0,6.68,0.62
US-2024-000447,2022-09-18,2022-09-19,Standard Class,CG-91379,Home Office,West,Oregon,Technology,Accessories,2,68.12,0.0,136.25,19.14
US-2024-000448,2023-05-15,2023-05-17,Same Day,CG-96849,Corporate,West,Oregon,Furniture,Tables,1,377.45,0.1,9653.08,965.31
US-2024-000449,2022-06-09,2022-06-16,Standard Class,CG-24253,Home Office,South,Tennessee,Technology,Accessories,6,66.81,0.0,400.83,68.94
US-2024-000450,2024-02-16,2024-02-21,Standard Class,CG-29231,Home Office,West,California,Furniture,Chairs,3,278.48,0.0,835.45,8.1
US-2024-000451,2022-11-02,2022-11-09,Standard Class,CG-55123,Corporate,South,North Carolina,Furniture,Furnishings,3,34.06,0.4,61.32,-0.19
US-2024-000452,2022-07-02,2022-07-02,Second Class,CG-24378,Home Office,South,North Carolina,Office Supplies,Appliances,-2,204.62,0.1,-368.31,-62.61
US-2024-000453,2023-08-01,2023-08-01,Standard Class,CG-28228,Home Office,South,Kentucky,Office Supplies,Paper,2,23.58,0.0,47.15,8.37
US-2024-000454,2023-01-21,2023-01-27,First Class,CG-73792,Corporate,South,North Carolina,Office Supplies,Binders,1,14.99,0.0,14.99,3.74
US-2024-000455,2024-06-13,2024-06-15,Standard Class,CG-60425,Home Office,South,Alabama,Technology,Phones,3,234.18,0.1,632.28,74.43
US-2024-000456,2023-12-29,2024-01-01,Standard Class,CG-14385,Home Office,West,Arizona,Office Supplies,Envelopes,3,10.55,0.0,31.65,7.24
US-2024-000457,2022-03-19,2022-03-26,Second Class,CG-46624,Consumer,South,Kentucky,Furniture,Chairs,3,144.99,0.1,391.47,52.01
US-2024-000458,2024-08-10,2024-08-11,Standard Class,CG-80127,Home Office,West,Washington,Office Supplies,Art,61,4.69,0.1,257.64,43.8
US-2024-000459,2022-01-23,2022-01-30,Standard Class,CG-83886,Corporate,Central,Ohio,Office Supplies,Fasteners,1,4.68,0.0,4.68,1.14
US-2024-000460,2023-06-18,2023-06-18,Second Class,CG-76269,Home Office,East,Virginia,Furniture,Furnishings,4,29.5,0.15,100.29,7.55
US-2024-000461,2022-06-07,2022-06-11,Standard Class,CG-96396,Home Office,Central,Michigan,Office Supplies,Appliances,3,140.2,0.15,357.5,85.52
US-2024-000462,2024-07-03,2024-07-08,First Class,CG-30204,Corporate,East,Florida,Furniture,Bookcases,1,179.84,0.0,179.84,27.23
US-2024-000463,2024-10-12,2024-10-18,Second Class,CG-25203,Consumer,South,Kentucky,Technology,Copiers,1,1260.66,0.2,1008.53,161.04
US-2024-000464,2022-04-18,2022-04-20,Standard Class,CG-66981,Corporate,Central,Ohio,Technology,Copiers,2,1096.38,0.2,1754.21,302.34
US-2024-000465,2022-01-25,2022-01-29,First Class,CG-66595,Corporate,South,Kentucky,Office Supplies,Supplies,3,25.89,0.0,77.67,18.01
US-2024-000466,2023-07-13,2023-07-18,Standard Class,CG-35549,Consumer,Central,Wisconsin,Technology,Phones,2,156.63,0.15,266.27,54.28
US-2024-000467,2024-11-30,2024-12-05,Second Class,CG-68450,Consumer,Central,Indiana,Furniture,Bookcases,4,369.28,0.0,1477.1,146.45
US-2024-000468,2023-12-21,2023-12-24,Second Class,CG-88562,Corporate,East,New York,Furniture,Bookcases,1,271.59,0.1,244.43,26.27
US-2024-000469,2022-09-07,2022-09-08,Standard Class,CG-19924,Home Office,East,Florida,Technology,Copiers,5,691.98,0.15,2940.91,584.73
US-2024-000470,2024-07-17,2024-07-21,Second Class,CG-43847,Home Office,Central,Michigan,Furniture,Bookcases,1,339.72,0.0,339.72,-15.95
US-2024-000471,2023-06-27,2023-06-29,Standard Class,CG-90473,Corporate,East,Virginia,Office Supplies,Binders,3,22.69,0.0,68.08,8.07
US-2024-000472,2022-08-06,2022-08-13,Second Class,CG-10113,Consumer,West,California,Furniture,Furnishings,4,39.63,0.0,158.54,1.15
US-2024-000473,2022-03-19,2022-03-25,Standard Class,CG-67154,Home Office,Central,Ohio,Technology,Accessories,2,60.53,0.5,60.53,-24.1
US-2024-000474,2024-04-07,2024-04-08,Standard Class,CG-62509,Consumer,South,Kentucky,Office Supplies,Art,2,2.0,0.15,3.4,0.41
US-2024-000475,2022-04-24,2022-04-25,Standard Class,CG-35035,Corporate,West,Colorado,Office Supplies,Fasteners,1,5.25,0.0,5.25,0.76
US-2024-000476,2023-09-05,2023-09-11,First Class,CG-87718,Home Office,Central,Ohio,Furniture,Tables,1,343.93,0.2,275.15,14.49
US-2024-000477,2023-05-04,2023-05-11,Standard Class,CG-63150,Home Office,Central,Ohio,Technology,Phones,1,236.02,0.0,13047.08,1304.71
US-2024-000478,2022-08-31,2022-09-03,First Class,CG-74080,Home Office,South,Kentucky,Technology,Copiers,1,789.77,0.2,631.81,103.39
US-2024-000479,2022-02-09,2022-02-16,First Class,CG-90114,Home Office,West,Washington,Technology,Copiers,5,1152.37,0.3,4033.31,-182.05
US-2024-000480,2022-12-16,2022-12-17,First Class,CG-98918,Consumer,West,Nevada,Technology,Copiers,1,831.89,0.0,1164.65,175.18
US-2024-000481,2024-04-03,2024-04-08,Standard Class,CG-64415,Home Office,East,Massachusetts,Furniture,Bookcases,2,379.76,0.0,759.52,75.97
US-2024-000482,2022-12-11,2022-12-16,Standard Class,CG-30677,Corporate,East,Virginia,Furniture,Chairs,1,202.78,0.3,141.94,-2.75
US-2024-000483,2022-02-02,2022-02-09,Standard Class,CG-37021,Consumer,East,New York,Technology,Machines,4,472.26,0.15,1605.7,394.35
US-2024-000484,2022-10-21,2022-10-25,Standard Class,CG-49478,Corporate,East,Pennsylvania,Technology,Accessories,3,27.32,0.0,81.95,12.69
US-2024-000485,2023-12-14,2023-12-20,Standard Class,CG-70845,Consumer,East,New York,Technology,Accessories,7,23.45,0.1,206.84,27.36
US-2024-000486,2023-03-03,2023-03-07,Standard Class,CG-47363,Consumer,East,New Jersey,Office Supplies,Storage,1,109.95,0.15,93.46,22.12
US-2024-000487,2023-03-06,2023-03-12,Standard Class,CG-25212,Home Office,South,Georgia,Furniture,Bookcases,4,294.32,0.1,1059.54,69.78
US-2024-000488,2022-05-26,2022-05-29,Second Class,CG-64079,Home Office,Central,Ohio,Furniture,Furnishings,1,46.21,0.0,46.21,4.8
US-2024-000489,2023-02-14,2023-02-20,First Class,CG-60768,Consumer,South,Louisiana,Office Supplies,Appliances,5,141.61,0.1,637.26,97.01
US-2024-000490,2024-02-04,2024-02-06,Standard Class,CG-71018,Consumer,Central,Michigan,Furniture,Furnishings,1,66.41,0.0,66.41,8.97
US-2024-000491,2024-07-28,2024-08-03,Standard Class,CG-82450,Corporate,East,Massachusetts,Technology,Copiers,3,887.65,0.0,2662.94,348.61
US-2024-000492,2023-04-16,2023-04-17,Standard Class,CG-42329,Home Office,South,North Carolina,Technology,Phones,3,257.85,0.2,618.84,102.38
US-2024-000493,2023-05-23,2023-05-28,Standard Class,CG-14406,Consumer,East,Virginia,Furniture,Tables,2,384.05,0.2,614.48,48.07
US-2024-000494,2024-05-21,2024-05-27,Standard Class,CG-38574,Home Office,West,Nevada,Office Supplies,Envelopes,3,12.35,0.0,37.05,7.84
US-2024-000495,2022-09-29,2022-10-04,Standard Class,CG-69616,Home Office,West,California,Office Supplies,Fasteners,2,7.17,0.1,12.9,2.8
US-2024-000496,2024-08-07,2024-08-09,First Class,CG-53634,Corporate,East,Massachusetts,Technology,Phones,3,218.66,0.0,655.97,129.55
US-2024-000497,2024-12-23,2024-12-23,Standard Class,CG-16758,Corporate,East,New Jersey,Furniture,Furnishings,6,44.4,0.15,226.44,14.33
US-2024-000498,2022-08-16,2022-08-22,Standard Class,CG-28141,Home Office,West,Oregon,Office Supplies,Binders,2,7.34,0.2,11.74,1.26
US-2024-000499,2023-11-17,2023-11-20,Standard Class,CG-65434,Home Office,South,Kentucky,Technology,Copiers,1,808.43,0.4,679.08,-16.86
US-2024-000500,2023-07-22,2023-07-22,Standard Class,CG-69241,Corporate,South,Alabama,Technology,Accessories,2,17.72,0.1,31.89,7.94
US-2024-000501,2024-01-24,2024-01-25,Standard Class,CG-46168,Corporate,West,California,Office Supplies,Binders,1,2.46,0.5,1.23,-0.4
US-2024-000502,2022-08-18,2022-08-20,Standard Class,CG-48209,Consumer,West,Oregon,Office Supplies,Supplies,41,35.31,0.2,1158.06,196.87
US-2024-000503,2023-01-23,2023-01-24,Standard Class,CG-79489,Consumer,Central,Ohio,Technology,Machines,2,707.48,0.15,1202.72,152.81
US-2024-000504,2024-06-30,2024-07-07,Standard Class,CG-56284,Consumer,Central,Illinois,Office Supplies,Envelopes,4,2.0,0.0,8.0,1.47
US-2024-000505,2023-08-06,2023-08-13,Same Day,CG-31135,Home Office,East,New Jersey,Technology,Machines,3,1202.53,0.4,2164.55,-22.25
US-2024-000506,2023-05-03,2023-05-04,Standard Class,CG-55068,Corporate,East,Florida,Office Supplies,Labels,1,12.26,0.1,11.04,2.35
US-2024-000507,2022-10-30,2022-11-04,Standard Class,CG-30454,Consumer,Central,Texas,Furniture,Tables,6,372.66,0.2,1788.75,337.23
US-2024-000508,2022-01-09,2022-01-14,Second Class,CG-24721,Corporate,South,Tennessee,Technology,Copiers,4,615.32,0.2,1969.01,472.87
US-2024-000509,2024-09-07,2024-09-07,Standard Class,CG-89711,Home Office,West,Oregon,Furniture,Tables,3,298.81,0.0,896.43,46.82
US-2024-000510,2023-02-04,2023-02-07,Second Class,CG-61697,Corporate,East,New York,Furniture,Tables,3,433.29,0.5,649.94,-321.83
US-2024-000511,2023-02-03,2023-02-10,Standard Class,CG-47309,Home Office,West,Utah,Office Supplies,Paper,2,28.21,0.0,56.42,14.02
US-2024-000512,2023-12-08,2023-12-13,Standard Class,CG-65552,Corporate,West,Washington,Technology,Phones,2,215.04,0.0,602.1,89.26
US-2024-000513,2024-04-28,2024-04-30,First Class,CG-87421,Home Office,West,Washington,Furniture,Furnishings,7,5.3,0.0,37.08,3.56
US-2024-000514,2024-02-09,2024-02-10,Standard Class,CG-60039,Home Office,Central,Ohio,Furniture,Tables,1,300.23,0.0,300.23,-0.39
US-2024-000515,2023-08-16,2023-08-23,Standard Class,CG-93958,Corporate,Central,Ohio,Technology,Phones,1,245.39,0.0,245.39,70.52
US-2024-000516,2024-08-25,2024-08-26,Second Class,CG-57416,Corporate,South,North Carolina,Office Supplies,Envelopes,2,13.02,0.7,7.81,-3.28
US-2024-000517,2024-09-11,2024-09-17,First Class,CG-17669,Home Office,South,Kentucky,Furniture,Furnishings,2,51.05,0.1,91.89,8.89
US-2024-000518,2022-10-27,2022-11-01,Standard Class,CG-47992,Home Office,East,Massachusetts,Furniture,Bookcases,1,210.6,0.0,210.6,25.26
US-2024-000519,2023-08-21,2023-08-22,Standard Class,CG-99780,Home Office,East,New York,Technology,Copiers,2,676.96,0.3,947.75,-8.21
US-2024-000520,2023-09-09,2023-09-13,Second Class,CG-73556,Home Office,Central,Texas,Technology,Machines,2,1128.65,0.0,2257.3,435.17
US-2024-000521,2024-04-23,2024-04-28,First Class,CG-78898,Consumer,West,Washington,Furniture,Chairs,2,232.39,0.15,395.07,0.95
US-2024-000522,2024-12-25,2024-12-26,Standard Class,CG-88335,Consumer,West,Colorado,Furniture,Bookcases,2,181.44,0.3,254.02,-1.4
US-2024-000523,2024-12-07,2024-12-12,Standard Class,CG-37504,Corporate,West,Utah,Furniture,Chairs,1,186.65,0.15,158.66,10.11
US-2024-000524,2022-09-24,2022-09-25,Standard Class,CG-17768,Consumer,West,California,Office Supplies,Paper,1,14.45,0.0,14.45,2.69
US-2024-000525,2024-08-18,2024-08-19,First Class,CG-36217,Consumer,West,Oregon,Technology,Accessories,4,31.08,0.2,99.46,22.85
US-2024-000526,2023-01-14,2023-01-19,Standard Class,CG-84741,Consumer,Central,Indiana,Office Supplies,Labels,1,8.69,0.1,7.83,1.29
US-2024-000527,2022-05-20,2022-05-21,First Class,CG-38051,Consumer,East,New Jersey,Furniture,Furnishings,1,30.25,0.2,24.2,3.88
US-2024-000528,2024-10-29,2024-11-05,Standard Class,CG-39825,Home Office,East,Florida,Technology,Accessories,1,61.09,0.0,61.09,10.68
US-2024-000529,2024-04-14,2024-04-15,Second Class,CG-20780,Corporate,West,Nevada,Furniture,Chairs,2,208.6,0.0,417.19,25.42
US-2024-000530,2023-11-03,2023-11-10,Standard Class,CG-63383,Corporate,South,Louisiana,Technology,Machines,3,1721.74,0.3,5061.91,-195.93
US-2024-000531,2023-08-19,2023-08-25,Standard Class,CG-78506,Consumer,South,Kentucky,Office Supplies,Binders,3,19.46,0.0,58.39,10.28
US-2024-000532,2022-06-24,2022-06-25,Standard Class,CG-40522,Corporate,West,Utah,Furniture,Bookcases,1,215.07,0.3,150.55,-4.48
US-2024-000533,2024-05-19,2024-05-26,Standard Class,CG-77032,Home Office,Central,Minnesota,Technology,Phones,2,265.3,0.15,451.02,153.73
US-2024-000534,2023-07-26,2023-07-28,Second Class,CG-16927,Consumer,West,Oregon,Office Supplies,Storage,1,62.62,0.5,31.31,-9.58
US-2024-000535,2022-05-20,2022-05-27,Second Class,CG-78150,Consumer,South,Louisiana,Technology,Machines,1,1420.13,0.0,1420.13,365.14
US-2024-000536,2024-10-05,2024-10-12,Standard Class,CG-14141,Home Office,South,Alabama,Technology,Machines,2,397.34,0.0,794.69,139.87
US-2024-000537,2024-05-31,2024-06-01,Standard Class,CG-31514,Corporate,South,Alabama,Office Supplies,Appliances,5,182.42,0.0,912.1,166.98
US-2024-000538,2024-10-03,2024-10-09,Standard Class,CG-30487,Home Office,South,Alabama,Furniture,Tables,2,252.29,0.1,454.13,7.17
US-2024-000539,2024-11-03,2024-11-03,Standard Class,CG-26803,Corporate,South,Louisiana,Technology,Machines,1,1133.81,0.1,1428.6,227.6
US-2024-000540,2024-01-21,2024-01-26,First Class,CG-17398,Home Office,West,Colorado,Technology,Machines,7,790.68,0.0,5534.77,1306.47
US-2024-000541,2023-05-16,2023-05-19,Standard Class,CG-96214,Corporate,West,Utah,Furniture,Furnishings,2,54.18,0.0,108.36,10.85
US-2024-000542,2024-05-15,2024-05-21,Standard Class,CG-98488,Home Office,South,Louisiana,Furniture,Furnishings,2,30.69,0.3,42.97,-1.93
US-2024-000543,2023-02-26,2023-03-03,Standard Class,CG-19872,Home Office,Central,Illinois,Technology,Machines,2,1376.48,0.0,2752.97,283.77
US-2024-000544,2023-03-15,2023-03-19,Standard Class,CG-84242,Corporate,South,North Carolina,Technology,Accessories,3,60.93,0.1,164.51,27.39
US-2024-000545,2024-12-23,2024-12-30,Standard Class,CG-62730,Corporate,West,Utah,Office Supplies,Supplies,4,20.64,0.0,82.56,11.36
US-2024-000546,2023-05-30,2023-06-06,Second Class,CG-71249,Home Office,East,New York,Technology,Copiers,2,758.51,0.0,1517.02,424.78
US-2024-000547,2023-07-03,2023-07-09,First Class,CG-67067,Home Office,West,Arizona,Furniture,Furnishings,2,37.24,0.0,74.47,5.82
US-2024-000548,2024-04-20,2024-04-25,First Class,CG-24884,Consumer,East,Florida,Office Supplies,Fasteners,3,2.59,0.0,7.78,1.0
US-2024-000549,2022-11-04,2022-11-07,Standard Class,CG-45744,Corporate,South,Alabama,Technology,Phones,2,165.44,0.4,277.94,-11.09
US-2024-000550,2022-10-07,2022-10-07,Standard Class,CG-49056,Corporate,East,New Jersey,Furniture,Tables,5,358.14,0.0,1790.72,113.67
US-2024-000551,2022-05-11,2022-05-17,First Class,CG-97060,Home Office,West,Nevada,Technology,Copiers,2,828.49,0.0,1656.98,438.76
US-2024-000552,2024-12-11,2024-12-15,Standard Class,CG-40924,Consumer,East,Virginia,Furniture,Furnishings,2,32.34,0.2,51.74,7.15
US-2024-000553,2024-05-16,2024-05-19,Standard Class,CG-24806,Consumer,East,Massachusetts,Office Supplies,Paper,2,19.75,0.0,39.49,9.35
US-2024-000554,2023-10-11,2023-10-17,Standard Class,CG-89405,Consumer,Central,Minnesota,Furniture,Furnishings,1,26.08,0.15,22.17,1.94
US-2024-000555,2022-03-13,2022-03-13,Second Class,CG-40983,Home Office,East,Massachusetts,Technology,Phones,2,137.4,0.3,192.35,-8.44
US-2024-000556,2024-06-25,2024-07-01,Standard Class,CG-67520,Corporate,Central,Michigan,Furniture,Chairs,1,320.98,0.3,224.69,-9.43
US-2024-000557,2023-10-12,2023-10-18,Second Class,CG-23159,Corporate,West,Colorado,Office Supplies,Storage,1,84.38,0.0,84.38,4.74
US-2024-000558,2022-11-25,2022-11-29,Standard Class,CG-92595,Corporate,South,Louisiana,Technology,Machines,1,1009.83,0.15,1201.7,244.44
US-2024-000559,2024-06-27,2024-06-29,Standard Class,CG-95089,Consumer,Central,Michigan,Technology,Accessories,3,74.53,0.2,178.88,40.12
US-2024-000560,2022-09-24,2022-09-30,Second Class,CG-36039,Corporate,South,Alabama,Technology,Copiers,4,774.43,0.2,2478.19,684.19
US-2024-000561,2022-06-22,2022-06-28,Standard Class,CG-21662,Corporate,South,Louisiana,Furniture,Bookcases,3,421.66,0.15,1075.24,47.01
US-2024-000562,2024-08-05,2024-08-08,Standard Class,CG-84349,Consumer,West,Nevada,Technology,Phones,6,178.68,0.0,1072.05,196.44
US-2024-000563,2022-08-29,2022-08-29,Second Class,CG-74771,Corporate,South,Kentucky,Office Supplies,Art,6,15.86,0.3,66.61,-2.44
US-2024-000564,2024-02-22,2024-02-24,Standard Class,CG-40865,Consumer,East,Massachusetts,Technology,Copiers,56,966.32,0.0,54113.86,10822.77
US-2024-000565,2024-07-12,2024-07-15,Standard Class,CG-60265,Home Office,South,Georgia,Furniture,Tables,1,428.87,0.0,428.87,22.86
US-2024-000566,2024-05-16,2024-05-20,Standard Class,CG-88411,Home Office,West,California,Office Supplies,Envelopes,2,3.72,0.0,7.44,0.83
US-2024-000567,2022-04-04,2022-04-04,Standard Class,CG-33510,Home Office,South,Tennessee,Office Supplies,Labels,1,6.3,0.4,3.78,-0.18
US-2024-000568,2023-06-18,2023-06-20,Standard Class,CG-26760,Corporate,South,North Carolina,Furniture,Furnishings,1,39.74,0.0,39.74,1.13
US-2024-000569,2024-10-19,2024-10-23,Second Class,CG-74392,Corporate,Central,Michigan,Technology,Machines,1,674.49,0.2,539.59,104.85
US-2024-000570,2022-11-06,2022-11-13,Standard Class,CG-15346,Consumer,West,Washington,Furniture,Bookcases,-2,203.02,0.0,-406.04,-32.48
US-2024-000571,2024-06-23,2024-06-28,Same Day,CG-47239,Home Office,South,Alabama,Office Supplies,Art,1,24.1,0.0,24.1,2.1
US-2024-000572,2023-01-05,2023-01-07,Second Class,CG-53077,Corporate,East,Virginia,Furniture,Chairs,4,159.24,0.15,541.42,48.74
US-2024-000573,2022-02-23,2022-02-27,Second Class,CG-69513,Home Office,West,Nevada,Office Supplies,Art,1,17.4,0.3,12.18,-0.21
US-2024-000574,2023-07-06,2023-07-06,Standard Class,CG-17279,Consumer,South,Tennessee,Technology,Copiers,1,676.57,0.0,676.57,116.79
US-2024-000575,2022-05-25,2022-05-31,Standard Class,CG-94825,Corporate,East,Pennsylvania,Office Supplies,Art,1,9.45,0.0,9.45,1.24
US-2024-000576,2022-11-12,2022-11-13,Standard Class,CG-68385,Corporate,Central,Wisconsin,Technology,Copiers,2,963.53,0.0,2697.9,478.97
US-2024-000577,2024-03-05,2024-03-12,Standard Class,CG-54793,Home Office,South,Georgia,Office Supplies,Labels,3,11.98,0.0,35.93,5.65
US-2024-000578,2024-08-07,2024-08-10,Second Class,CG-29478,Home Office,East,Florida,Technology,Accessories,1,63.22,0.0,63.22,15.65
